[DEBUG] 2020-12-16 13:47:41.755 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-12-16 13:47:41.761 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-12-16 13:47:41.769 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-12-16 13:47:41.915 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-12-16 13:47:41.924 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-12-16 13:47:42.205 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2020-12-16 13:47:42.206 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2020-12-16 13:47:42.212 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-12-16 13:47:42.493 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-12-16 13:47:42.511 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-12-16 13:47:42.512 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2020-12-16 13:47:42.602 [main] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@2c8662ac
[DEBUG] 2020-12-16 13:47:42.603 [main] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@319c3a25
[DEBUG] 2020-12-16 13:47:42.603 [main] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@199bc830
[DEBUG] 2020-12-16 13:47:42.603 [main] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@199bc830
[DEBUG] 2020-12-16 13:47:42.604 [main] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@161f6623
[DEBUG] 2020-12-16 13:47:42.604 [main] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@161f6623
[DEBUG] 2020-12-16 13:47:42.605 [main] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@524a2ffb
[DEBUG] 2020-12-16 13:47:42.605 [main] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@524a2ffb
[DEBUG] 2020-12-16 13:47:42.606 [main] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@4d192aef
[DEBUG] 2020-12-16 13:47:42.606 [main] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@4d192aef
[DEBUG] 2020-12-16 13:47:42.606 [main] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@6a9b9909
[DEBUG] 2020-12-16 13:47:42.606 [main] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@6a9b9909
[DEBUG] 2020-12-16 13:47:42.606 [main] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@75361cf6
[DEBUG] 2020-12-16 13:47:42.607 [main] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@29eda4f8
[DEBUG] 2020-12-16 13:47:42.607 [main] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@29eda4f8
[DEBUG] 2020-12-16 13:47:42.607 [main] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@29eda4f8
[DEBUG] 2020-12-16 13:47:42.608 [main] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@57402ba1
[DEBUG] 2020-12-16 13:47:42.608 [main] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@57402ba1
[DEBUG] 2020-12-16 13:47:42.608 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@57402ba1
[DEBUG] 2020-12-16 13:47:42.609 [main] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@62573c86
[DEBUG] 2020-12-16 13:47:42.609 [main] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@7158daf2
[DEBUG] 2020-12-16 13:47:42.610 [main] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@7a389761
[DEBUG] 2020-12-16 13:47:42.610 [main] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@7a389761
[DEBUG] 2020-12-16 13:47:42.610 [main] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@7a389761
[DEBUG] 2020-12-16 13:47:42.611 [main] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@1a6cf771
[DEBUG] 2020-12-16 13:47:42.611 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@1a6cf771
[DEBUG] 2020-12-16 13:47:42.611 [main] BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@1a6cf771
[DEBUG] 2020-12-16 13:47:42.611 [main] BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@1daf3b44
[DEBUG] 2020-12-16 13:47:42.612 [main] BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@6c6366cf
[DEBUG] 2020-12-16 13:47:42.613 [main] BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@3cbf1ba4
[DEBUG] 2020-12-16 13:47:42.613 [main] BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@3cbf1ba4
[DEBUG] 2020-12-16 13:47:42.613 [main] BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@383864d5
[DEBUG] 2020-12-16 13:47:42.614 [main] BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@5a2bd7c8
[DEBUG] 2020-12-16 13:47:42.614 [main] BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@5a2bd7c8
[DEBUG] 2020-12-16 13:47:42.615 [main] BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@34acbc60
[DEBUG] 2020-12-16 13:47:42.615 [main] BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@34acbc60
[DEBUG] 2020-12-16 13:47:42.615 [main] BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@20134094
[DEBUG] 2020-12-16 13:47:42.616 [main] BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@56380231
[DEBUG] 2020-12-16 13:47:42.617 [main] BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@242a209e
[DEBUG] 2020-12-16 13:47:42.620 [main] BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@5c8e67b9
[DEBUG] 2020-12-16 13:47:42.620 [main] BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@5c8e67b9
[DEBUG] 2020-12-16 13:47:42.620 [main] BasicTypeRegistry - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@1317b708
[DEBUG] 2020-12-16 13:47:42.620 [main] BasicTypeRegistry - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@6438a7fe
[DEBUG] 2020-12-16 13:47:42.620 [main] BasicTypeRegistry - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@2e51d054
[DEBUG] 2020-12-16 13:47:42.620 [main] BasicTypeRegistry - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@4f5f6e45
[DEBUG] 2020-12-16 13:47:42.620 [main] BasicTypeRegistry - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@615e3f51
[DEBUG] 2020-12-16 13:47:42.621 [main] BasicTypeRegistry - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@407873d3
[DEBUG] 2020-12-16 13:47:42.621 [main] BasicTypeRegistry - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@608bc8f8
[DEBUG] 2020-12-16 13:47:42.621 [main] BasicTypeRegistry - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@5412bfea
[DEBUG] 2020-12-16 13:47:42.645 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
[DEBUG] 2020-12-16 13:47:42.645 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
[DEBUG] 2020-12-16 13:47:42.646 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2020-12-16 13:47:42.646 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2020-12-16 13:47:42.647 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
[DEBUG] 2020-12-16 13:47:42.647 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
[DEBUG] 2020-12-16 13:47:42.648 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
[DEBUG] 2020-12-16 13:47:42.649 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2020-12-16 13:47:42.650 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
[DEBUG] 2020-12-16 13:47:42.652 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
[DEBUG] 2020-12-16 13:47:42.652 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
[DEBUG] 2020-12-16 13:47:42.656 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
[DEBUG] 2020-12-16 13:47:42.656 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2020-12-16 13:47:42.658 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
[INFO ] 2020-12-16 13:47:42.662 [main] C3P0ConnectionProvider - HHH010002: C3P0 using driver: com.mysql.cj.jdbc.Driver at URL: jdbc:mysql://localhost:3306/PizzaBuilderTest
[INFO ] 2020-12-16 13:47:42.662 [main] C3P0ConnectionProvider - HHH10001001: Connection properties: {password=****, user=root}
[INFO ] 2020-12-16 13:47:42.663 [main] C3P0ConnectionProvider - HHH10001003: Autocommit mode: false
[INFO ] 2020-12-16 13:47:42.826 [main] C3P0ConnectionProvider - HHH10001007: JDBC isolation level: <unknown>
[DEBUG] 2020-12-16 13:47:43.056 [main] JdbcEnvironmentInitiator - Database ->
       name : MySQL
    version : 8.0.16
      major : 8
      minor : 0
[DEBUG] 2020-12-16 13:47:43.057 [main] JdbcEnvironmentInitiator - Driver ->
       name : MySQL Connector/J
    version : mysql-connector-java-8.0.16 (Revision: 34cbc6bc61f72836e26327537a432d6db7c77de6)
      major : 8
      minor : 0
[DEBUG] 2020-12-16 13:47:43.057 [main] JdbcEnvironmentInitiator - JDBC version : 4.2
[INFO ] 2020-12-16 13:47:43.156 [main] Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
[DEBUG] 2020-12-16 13:47:43.180 [main] IdentifierHelperBuilder - JDBC driver metadata reported database stores quoted identifiers in more than one case
[DEBUG] 2020-12-16 13:47:43.222 [main] IdentifierHelperBuilder - IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [MIXED]; that will likely lead to problems in schema update and validation if using quoted identifiers
[DEBUG] 2020-12-16 13:47:43.254 [main] Namespace - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
[DEBUG] 2020-12-16 13:47:43.258 [main] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@338b49d3] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@2aa7399c]
[DEBUG] 2020-12-16 13:47:43.296 [main] AnnotationBinder - Binding entity from annotated class: edu.matc.entity.User
[DEBUG] 2020-12-16 13:47:43.315 [main] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2020-12-16 13:47:43.319 [main] EntityBinder - Import with entity name User
[DEBUG] 2020-12-16 13:47:43.320 [main] EntityBinder - Bind entity edu.matc.entity.User on table user
[DEBUG] 2020-12-16 13:47:43.338 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=id, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-12-16 13:47:43.340 [main] PropertyBinder - MetadataSourceProcessor property id with lazy=false
[DEBUG] 2020-12-16 13:47:43.341 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [edu.matc.entity.User:id]
[DEBUG] 2020-12-16 13:47:43.342 [main] SimpleValueBinder - building SimpleValue for id
[DEBUG] 2020-12-16 13:47:43.344 [main] PropertyBinder - Building property id
[DEBUG] 2020-12-16 13:47:43.345 [main] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(id)]), id, identity, native, ...)
[DEBUG] 2020-12-16 13:47:43.345 [main] BinderHelper - Could not resolve explicit IdentifierGeneratorDefinition - using implicit interpretation (native)
[DEBUG] 2020-12-16 13:47:43.345 [main] BinderHelper - Building implicit generic IdentifierGeneratorDefinition (native) : identity
[DEBUG] 2020-12-16 13:47:43.346 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=password, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-12-16 13:47:43.346 [main] PropertyBinder - MetadataSourceProcessor property password with lazy=false
[DEBUG] 2020-12-16 13:47:43.346 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [edu.matc.entity.User:password]
[DEBUG] 2020-12-16 13:47:43.346 [main] SimpleValueBinder - building SimpleValue for password
[DEBUG] 2020-12-16 13:47:43.346 [main] PropertyBinder - Building property password
[DEBUG] 2020-12-16 13:47:43.347 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=null, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-12-16 13:47:43.352 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=element, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-12-16 13:47:43.352 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=toppings_KEY, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-12-16 13:47:43.353 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='toppings_KEY', referencedColumn='null', mappedBy='null'}
[DEBUG] 2020-12-16 13:47:43.354 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='user_id', referencedColumn='', mappedBy=''}
[DEBUG] 2020-12-16 13:47:43.354 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='topping_id', referencedColumn='', mappedBy=''}
[DEBUG] 2020-12-16 13:47:43.354 [main] CollectionBinder - Collection role: edu.matc.entity.User.toppings
[DEBUG] 2020-12-16 13:47:43.356 [main] PropertyBinder - Building property toppings
[DEBUG] 2020-12-16 13:47:43.356 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=username, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-12-16 13:47:43.356 [main] PropertyBinder - MetadataSourceProcessor property username with lazy=false
[DEBUG] 2020-12-16 13:47:43.356 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [edu.matc.entity.User:username]
[DEBUG] 2020-12-16 13:47:43.356 [main] SimpleValueBinder - building SimpleValue for username
[DEBUG] 2020-12-16 13:47:43.356 [main] PropertyBinder - Building property username
